NSE Symbol,Yahoo Code,Security Name
532466,532466.BO,ORACLE FIN  
512626,512626.BO,ORBIT EXPORT
532837,532837.BO,ORBITCO     
524372,524372.BO,ORCHID CHEM 
512097,512097.BO,ORGAN COMM. 
531157,531157.BO,ORGANIC COAT
513121,513121.BO,ORICON ENT  
504879,504879.BO,ORIENT ABRAS
500314,500314.BO,ORIENT HOTEL
502420,502420.BO,ORIENT PAPER
526325,526325.BO,ORIENT PRESS
534076,534076.BO,ORIENT REF  
506579,506579.BO,ORIENT.CARB.
532817,532817.BO,ORIENTAL    
530365,530365.BO,ORIENTBELL  
500315,500315.BO,ORINTAL BANK
504864,504864.BO,ORISA SP IRS
590086,590086.BO,ORISSA MINE 
590074,590074.BO,ORTIN LABS  
531617,531617.BO,OSIAN IND.  
500317,500317.BO,OSWAL AGRO. 
500318,500318.BO,OSWAL SPG(P)
507260,507260.BO,OUDH SUGAR  
514414,514414.BO,OXFORD INDUS
526747,526747.BO,P.G.FOILS   
531281,531281.BO,P.G.IND.LTD.
531118,531118.BO,PACIFIC COTS
532350,532350.BO,PADMALAYA TE
532827,532827.BO,PAGE INDUSTR
511306,511306.BO,PAL CREDIT  
511525,511525.BO,PAN INDIA C 
531349,531349.BO,PANACEA BIOT
524820,524820.BO,PANAMA PETRO
508941,508941.BO,PANASON CAR 
523307,523307.BO,PANASON HOME
513511,513511.BO,PANCH.STEEL 
531726,531726.BO,PANCHSHEEL O
531280,531280.BO,PANKAJ POLY.
531816,531816.BO,PANORAM UNI 
570002,570002.BO,PANTALBNDVR 
623574,623574.BO,PANTALOON RE
523574,523574.BO,PANTALOON RE
500322,500322.BO,PANYAM CEMEN
509820,509820.BO,PAPER PROD  
507970,507970.BO,PARA. COSMET
533211,533211.BO,PARAB DRUGS 
532606,532606.BO,PARAL       
530555,530555.BO,PARAMOUNT CO
533399,533399.BO,PARAMOUNT PR
521246,521246.BO,PARAS PETRO 
524689,524689.BO,PARENT.DRUGS
505525,505525.BO,PARICHAY INV
532034,532034.BO,PARIKH HERB.
532911,532911.BO,PARLE SOFTWR
500162,500162.BO,PARRYSUGR   
511702,511702.BO,PARSHARTI IN
511176,511176.BO,PARSHWANA   
532780,532780.BO,PARSVNATH   
500456,500456.BO,PAS.ACRYLON 
521080,521080.BO,PASARI SPIN 
511734,511734.BO,PASUPATI FIN
526381,526381.BO,PAT INT LOG 
517417,517417.BO,PATEL AIRTEM
531120,531120.BO,PATEL ENGG. 
514326,514326.BO,PATSPIN INDI
532742,532742.BO,PAUSHAK LTD 
532676,532676.BO,PBA INFRASTR
514087,514087.BO,PBM POLYTEX 
517119,517119.BO,PCS TECH    
500327,500327.BO,PEACOCK IND.
526562,526562.BO,PEARL ENG.PO
523260,523260.BO,PEARL POLYME
503031,503031.BO,PENLAND LTD 
700107,700107.BO,PENN IND PS 
513405,513405.BO,PENNAR ALUM.
513228,513228.BO,PENNAR STEEL
500329,500329.BO,PENTAMED.G  
526435,526435.BO,PERFECTPAC  
504132,504132.BO,PERM MAGNETS
533179,533179.BO,PERSISTENT  
530381,530381.BO,PETRON ENGG.
532522,532522.BO,PETRONET LNG
500680,500680.BO,PFIZER LTD. 
531769,531769.BO,PFL INFOTECH
532808,532808.BO,PGIL        
524572,524572.BO,PHARMAIDS PH
506590,506590.BO,PHIL.CARBON 
526481,526481.BO,PHOENIX INT.
503100,503100.BO,PHOENIX MILL
526588,526588.BO,PHOTOQUIP(I)
524808,524808.BO,PHYTOCHEM I.
523642,523642.BO,PI INDUS.LTD
530305,530305.BO,PICCADILY AG
507498,507498.BO,PICCADILY SU
532355,532355.BO,PICTURHOUSE 
500331,500331.BO,PIDILITE    
590121,590121.BO,PILANI INV  
507864,507864.BO,PION INVEST 
531879,531879.BO,PIONEER DIS.
514300,514300.BO,PIONEER EMB 
533107,533107.BO,PIPAVAVDOC  
532979,532979.BO,PIRAM LIFE  
500302,500302.BO,PIRAMA HEALT
532949,532949.BO,PIRAMAL GLAS
513611,513611.BO,PITHAMP.STL 
513519,513519.BO,PITTI LAMIN.
500333,500333.BO,PIX TRANS   
523648,523648.BO,PLASTIBLEND 
532117,532117.BO,PLATI CORP  
532739,532739.BO,PLETHICO    
513403,513403.BO,PM TELELINN 
532366,532366.BO,PNB GILTS   
632461,632461.BO,PNBSL       
532803,532803.BO,POCHIRAJU IN
524570,524570.BO,PODDAR PIGM.
523628,523628.BO,PODDARDEV   
532486,532486.BO,POKARNA LTD 
504288,504288.BO,POLAR INDUS.
523333,523333.BO,POLAR PHARMA
532254,532254.BO,POLARIS FIN 
507645,507645.BO,POLSON LTD. 
531768,531768.BO,POLY MEDICUR
506605,506605.BO,POLYCHEM    
526043,526043.BO,POLYMECH.MCH
524051,524051.BO,POLYPLEX    
531467,531467.BO,POLYPRO FIB.
590055,590055.BO,POLYSPIN EXP
512481,512481.BO,POLYTEX(P)  
532626,532626.BO,PONDY OXIDES
532460,532460.BO,PONNI SUG(ER
519359,519359.BO,POONA DAL   
532933,532933.BO,PORWAL AUTO 
532810,532810.BO,POWER FINAN 
532898,532898.BO,POWER GRID  
532736,532736.BO,POWERSOFT   
531855,531855.BO,PRABHAV IND 
513532,513532.BO,PRADEEP MET.
533178,533178.BO,PRADIPOVERS 
500192,500192.BO,PRAG BOSIMI 
522205,522205.BO,PRAJ IND.LTD
531746,531746.BO,PRAJAY ENGS.
533605,533605.BO,PRAKASH CON 
506022,506022.BO,PRAKASH IND.
531437,531437.BO,PRAKASH WOOL
533239,533239.BO,PRAKASHSTL  
531172,531172.BO,PRANAV.SPIN 
532718,532718.BO,PRATIBHA IND
531257,531257.BO,PRATIKSHA CH
523874,523874.BO,PRECI CONTNR
532934,532934.BO,PRECISION   
517258,517258.BO,PRECISION EL
523539,523539.BO,PRECISION WR
517230,517230.BO,PREM.AU.ELEC
533100,533100.BO,PREMIER ENER
526247,526247.BO,PREMIER EXPL
500540,500540.BO,PREMIER LTD 
514354,514354.BO,PREMIER POLY
531802,531802.BO,PRERNA INFR 
513613,513613.BO,PRESHA MET  
533274,533274.BO,PRESTIGE    
526691,526691.BO,PRETTO LEATH
503873,503873.BO,PRI.SPINNING
526109,526109.BO,PRICOL LTD. 
530589,530589.BO,PRIMA PLASTI
532748,532748.BO,PRIME FOCUS 
519299,519299.BO,PRIME INDS. 
530695,530695.BO,PRIME PROP  
500337,500337.BO,PRIME SECUR.
521149,521149.BO,PRIME URBAN 
500338,500338.BO,PRISM CEMENT
505530,505530.BO,PRISM INFO  
512217,512217.BO,PRISM MEDI  
532675,532675.BO,PRITHVI INFO
534060,534060.BO,PRITI MERC  
521005,521005.BO,PRIYA.THREAD
530069,530069.BO,PRO DEV&TEC 
500459,500459.BO,PROCTER &GAM
526494,526494.BO,PROMACT PLAS
590120,590120.BO,PROVEST SER 
532647,532647.BO,PROVOGUE IND
531611,531611.BO,PRRANETA IND
526801,526801.BO,PSL LTD     
590108,590108.BO,PSUBNK BEES 
532524,532524.BO,PTC INDIA   
533344,533344.BO,PTCFIN SER  
509220,509220.BO,PTL LTD     
500343,500343.BO,PUDUMJEE    
506852,506852.BO,PUN.ALKALI  
506618,506618.BO,PUN.CHEM    
500346,500346.BO,PUN.COMMUNI.
509839,509839.BO,PUN.WOOLCOMB
526492,526492.BO,PUNEET RESIN
532693,532693.BO,PUNJ LLOYD  
532461,532461.BO,PUNJAB NATIO
533295,533295.BO,PUNJABNSIND 
532891,532891.BO,PURAVANKARA 
517556,517556.BO,PVP VENT LTD
532689,532689.BO,PVR LTD     
511116,511116.BO,QUADRANT    
590099,590099.BO,QUANTUM GOLD
532866,532866.BO,QUINTEGRA SO
511626,511626.BO,R R FINANCE.
517447,517447.BO,R.S.SOFTWARE
512565,512565.BO,R.T.EXPORTS 
590070,590070.BO,RADAAN MEDIA
532692,532692.BO,RADHA MADHAV
531273,531273.BO,RADHE DEVLOP
532497,532497.BO,RADICOKHAIT 
514316,514316.BO,RAGHUVIR SYN
531694,531694.BO,RAINBOW FOUN
523523,523523.BO,RAINBOW PAP.
500339,500339.BO,RAINCOMMODI 
517522,517522.BO,RAJ GLO WIR 
533093,533093.BO,RAJ OIL     
530111,530111.BO,RAJ PACKAGIN
532826,532826.BO,RAJ TELE    
530253,530253.BO,RAJ.TUBE MFG
532503,532503.BO,RAJAPAMILLS 
523030,523030.BO,RAJDHANI.LEA
526823,526823.BO,RAJES FOUND 
531500,531500.BO,RAJESH EXPO.
513369,513369.BO,RAJKUMAR FRG
522257,522257.BO,RAJOO ENGIN.
530699,530699.BO,RAJRAYON    
500354,500354.BO,RAJSH.SUGAR 
500355,500355.BO,RALLIS INDIA
530951,530951.BO,RAM INFORMAT
511652,511652.BO,RAM KAASHYAP
522281,522281.BO,RAM RAT.WIRE
500356,500356.BO,RAMA NEWSPRI
500357,500357.BO,RAMA PAPER  
500358,500358.BO,RAMA PETRO  
524037,524037.BO,RAMA PHOSPH 
502587,502587.BO,RAMA PULP   
523289,523289.BO,RAMA VISION 
532370,532370.BO,RAMCO  SYSTM
532369,532369.BO,RAMCO INDS. 
533262,533262.BO,RAMKY INFRA 
532690,532690.BO,RAMSARUP IND
507490,507490.BO,RANA SUGARS 
500359,500359.BO,RANBAXY LAB.
531228,531228.BO,RANDER CORP.
532987,532987.BO,RANE BRAKE  
532988,532988.BO,RANE ENGVL  
505800,505800.BO,RANE HOLDIN 
532661,532661.BO,RANE MADRAS 
513727,513727.BO,RANJEEV ALLO
590077,590077.BO,RANKLIN SOLU
531583,531583.BO,RAP MEDIA   
500360,500360.BO,RAPICUT CARB
500361,500361.BO,RAS PROPACK 
522207,522207.BO,RASANDIK ENG
524230,524230.BO,RASHTR.CHEM.
531233,531233.BO,RASI ELECTRO
531522,531522.BO,RASOYA PROTE
532918,532918.BO,RATHI BARS  
504903,504903.BO,RATHI ST    
531391,531391.BO,RATNABALI CA
520111,520111.BO,RATNAMNI MET
520073,520073.BO,RAUNAQ AUTO 
507300,507300.BO,RAVALGAON   
533294,533294.BO,RAVI KUMAR  
504378,504378.BO,RAVINAY TRAD
531207,531207.BO,RAYMED LABS.
500330,500330.BO,RAYMOND     
533143,533143.BO,RBN         
530923,530923.BO,RCL FOODS   
533608,533608.BO,RDB RASAYAN 
533285,533285.BO,RDB REALTY  
533482,533482.BO,READYMADESTL
513558,513558.BO,REAL STRIPS 
532955,532955.BO,RECLTD      
532805,532805.BO,REDINGTON   
532884,532884.BO,REFEX REFRIG
530807,530807.BO,REGA REALTY 
526403,526403.BO,REGENCY HOSP
511585,511585.BO,REGENCY TRUS
532106,532106.BO,REI AGRO LTD
533065,533065.BO,REISIX TENR 
532712,532712.BO,REL COM LTD 
533891,533891.BO,REL GOLD ETF
523445,523445.BO,REL INDL INF
500390,500390.BO,REL INFRA   
500111,500111.BO,REL.CAP.    
503162,503162.BO,REL.CHEMOTX 
530517,530517.BO,RELAXO FOOT.
500325,500325.BO,RELIANCE    
532915,532915.BO,RELIGARE ENT
524632,524632.BO,RELISH PHAR.
532399,532399.BO,RELMEDIA    
513043,513043.BO,REMI EDEL   
500365,500365.BO,REMI METALS 
530919,530919.BO,REMSONS IND.
532923,532923.BO,REN JEWELERY
532670,532670.BO,RENUKA SUGAR
532687,532687.BO,REPRO INDIA 
524218,524218.BO,RESONANCE   
505509,505509.BO,RESPON IND  
533017,533017.BO,RESURGERE   
505368,505368.BO,REVATHI EQU.
531888,531888.BO,REXNORD ELE.
531646,531646.BO,RFL INTERNAT
934836,934836.BO,RFLNCDO1C2  
934837,934837.BO,RFLNCDO1C3  
934839,934839.BO,RFLNCDO2C2  
934840,934840.BO,RFLNCDO2C3  
531952,531952.BO,RIBA TEXTILS
530271,530271.BO,RICH UNV    
532766,532766.BO,RICHA IND   
519230,519230.BO,RICHIRICH   
520008,520008.BO,RICO AUTO   
517496,517496.BO,RICOH INDIA 
524480,524480.BO,RIDHI SIDHI 
507508,507508.BO,RIGA SUGAR  
531218,531218.BO,RISHAB FIN  
531539,531539.BO,RISHABH DIGH
533083,533083.BO,RISHABHDEV  
526861,526861.BO,RISHI LASER 
523658,523658.BO,RISHIROOP RU
526407,526407.BO,RIT PRO IND 
519097,519097.BO,RITESH INTER
532140,532140.BO,RM MOHITE   
532441,532441.BO,RNBOWDENIM  
531447,531447.BO,ROCKON FIN  
531822,531822.BO,RODIUM      
532731,532731.BO,ROHIT FERRO 
502448,502448.BO,ROLLATAINER 
500366,500366.BO,ROLTA (I)   
532869,532869.BO,ROMAN TAR   
530991,530991.BO,ROOPA INDUS 
526753,526753.BO,ROSELAB IND 
533168,533168.BO,ROSSELL IND 
512359,512359.BO,ROTAM COMM. 
517500,517500.BO,ROTO PUMPS  
512047,512047.BO,ROYAL IND   
526640,526640.BO,ROYALE MANOR
532699,532699.BO,ROYALORCH   
532983,532983.BO,RPG LIFESCI 
532939,532939.BO,RPOWER      
533284,533284.BO,RPP INFRA   
500350,500350.BO,RSWM  LTD   
532735,532735.BO,RSYSTEMS INT
531215,531215.BO,RTS POWER CO
526496,526496.BO,RUBBER PROD.
500367,500367.BO,RUBFILA INT.
531099,531099.BO,RUBRA MEDICA
503169,503169.BO,RUBY MILLS  
509020,509020.BO,RUCHI INFRA.
500368,500368.BO,RUCHI SOYA  
513295,513295.BO,RUCHI STR AL
532785,532785.BO,RUCHIRA PAP 
590124,590124.BO,RUNEECHA    
530449,530449.BO,RUNGTA IRRIG
533552,533552.BO,RUPA & CO   
533470,533470.BO,RUSHIL DECOR
504335,504335.BO,RUTRON INT. 
517035,517035.BO,RUTTONSHA IN
526477,526477.BO,S.A.ENTERPR.
513583,513583.BO,S.B.& T INT.
516108,516108.BO,S.I.PAPER   
514304,514304.BO,S.KUMARS NAT
513515,513515.BO,S.R.INDUS.  
504908,504908.BO,S.S.DUNCAN  
531374,531374.BO,SAAG RR INFR
532905,532905.BO,SAAMYA BIO  
531901,531901.BO,SAARC NET LT
524446,524446.BO,SABERO ORG. 
530461,530461.BO,SABOO SODIUM
531869,531869.BO,SACHETA MET.
532710,532710.BO,SADBHAV ENGG
531448,531448.BO,SAFAL SECURI
523025,523025.BO,SAFARI IND. 
531436,531436.BO,SAFFRON IND 
502090,502090.BO,SAGAR CEM.  
511533,511533.BO,SAHARA HOUSG
503691,503691.BO,SAHARA ONE  
532543,532543.BO,SAHPETROLEUM
532841,532841.BO,SAHYA INDU  
515043,515043.BO,SAINT-GOBAIN
590051,590051.BO,SAKSOFT LTD 
511066,511066.BO,SAKTHI FIN. 
700028,700028.BO,SAKTHI S(PRF
507315,507315.BO,SAKTHI SUGAR
532713,532713.BO,SAKUMA EXPO 
532604,532604.BO,SALSTEEL    
517059,517059.BO,SALZER ELEC 
532005,532005.BO,SAM INDUS.  
521240,521240.BO,SAMBANDAM SP
511630,511630.BO,SAMBHAAV MED
520075,520075.BO,SAMKRG PIST.
530125,530125.BO,SAMRAT PHARM
500372,500372.BO,SAMTEL COL  
521206,521206.BO,SAMTEX FASH.
530025,530025.BO,SAMYAK INT  
532836,532836.BO,SANCIA GLOB 
523116,523116.BO,SANCO TRANS 
533079,533079.BO,SAND PLAST  
526725,526725.BO,SANDESH LTD.
524703,524703.BO,SANDU PHARMA
504918,504918.BO,SANDUR MANG.
516096,516096.BO,SANGAL PAPER
514234,514234.BO,SANGAM INDIA
533411,533411.BO,SANGH FORG  
511640,511640.BO,SANGHI CORPO
526521,526521.BO,SANGHI IND. 
530073,530073.BO,SANGHVI MOVE
531898,531898.BO,SANGUINE MD 
531569,531569.BO,SANJIVANI PA
532972,532972.BO,SANKHYA INFO
500674,500674.BO,SANOFI      
531312,531312.BO,SANRAA      
531323,531323.BO,SANTARAM SPN
512465,512465.BO,SANTOWIN    
519260,519260.BO,SANWARIA AGR
532031,532031.BO,SARANG CHEM.
533033,533033.BO,SARASWATI   
504614,504614.BO,SARDA ENMIN 
532163,532163.BO,SAREGAMA (I)
514412,514412.BO,SARUPINDUS  
532663,532663.BO,SASKEN COMM 
511076,511076.BO,SAT IND LTD 
508996,508996.BO,SATPROP LTD 
526093,526093.BO,SATVAH.ISPAT
500376,500376.BO,SATYAM COM  
502175,502175.BO,SAURAS.CEM. 
511577,511577.BO,SAVANI FIN. 
532404,532404.BO,SAVEN TECHNO
512634,512634.BO,SAVERA IND  
531893,531893.BO,SAWACA BUSI 
511144,511144.BO,SAYA HSG.FIN
523710,523710.BO,SAYAJI HOTEL
590098,590098.BO,SBI GOLD ETS
961701,961701.BO,SBIBIIIR    
961703,961703.BO,SBIBIVR     
961692,961692.BO,SBIBONDSI   
526544,526544.BO,SCANP GEOM  
934821,934821.BO,SCFNCD1RES  
934824,934824.BO,SCFNCD2RES  
507894,507894.BO,SCHABLONA (I
534139,534139.BO,SCHNEIDER   
505141,505141.BO,SCOOTERS IND
531886,531886.BO,SCOPE IND   
532900,532900.BO,SE INVESTM  
526807,526807.BO,SEAMEC LTD  
521182,521182.BO,SEASONS FUR.
514264,514264.BO,SEASONS TEXT
533268,533268.BO,SEATV       
526843,526843.BO,SEAX GLOBAL 
524540,524540.BO,SECUND.HEALT
532886,532886.BO,SEL MANUF   
530075,530075.BO,SELAN EXPLOR
526071,526071.BO,SELLAIDS PUB
521238,521238.BO,SEQUEL E-ROU
512529,512529.BO,SEQUENT     
507984,507984.BO,SER INDUST. 
533401,533401.BO,SERVALAKSHMI
531944,531944.BO,SERVOTECH EN
500295,500295.BO,SESA GOA    
502450,502450.BO,SESHA.PAPER 
531794,531794.BO,SESHACHAL   
505075,505075.BO,SETCO AUTO  
532993,532993.BO,SEZALGLASS  
531812,531812.BO,SGN TELECOMS
533110,533110.BO,SH PRECOTED 
524336,524336.BO,SH.HARI CHEM
501423,501423.BO,SHA ENG PLA 
513436,513436.BO,SHAH ALLOYS 
519031,519031.BO,SHAH FOOD(P)
526841,526841.BO,SHAKTI PRESS
531431,531431.BO,SHAKTI PUMPS
511754,511754.BO,SHALIB.FINAN
509874,509874.BO,SHALIMAR PAI
512499,512499.BO,SHALIMAR PRO
532455,532455.BO,SHALIMAR WIR
522034,522034.BO,SHANTHI GEAR
512393,512393.BO,SHARDUL SECU
532908,532908.BO,SHARON BIO  
523359,523359.BO,SHARP IND.  
523449,523449.BO,SHARP INDIA 
511413,511413.BO,SHARYANS RES
524552,524552.BO,SHASUNPHAR  
531800,531800.BO,SHEETAL BIO 
530525,530525.BO,SHEETAL DIAM
533301,533301.BO,SHEKHAWATI  
526839,526839.BO,SHELTER     
526117,526117.BO,SHERVANI IND
526137,526137.BO,SHETRON LTD 
531201,531201.BO,SHILCHAR TEC
513709,513709.BO,SHILP GRAVUR
530549,530549.BO,SHILPA MEDIC
533389,533389.BO,SHILPI CABLE
523598,523598.BO,SHIPP.CORPN 
512289,512289.BO,SHIRPUR GOLD
513097,513097.BO,SHIV.BIMETAL
532323,532323.BO,SHIVA CEMENT
530433,530433.BO,SHIVA FERT. 
511108,511108.BO,SHIVA TEXYAM
532776,532776.BO,SHIVAM AUTO 
522175,522175.BO,SHIVVANI OIL
532638,532638.BO,SHOPPER STOP
532793,532793.BO,SHREE ASHTA 
500387,500387.BO,SHREE CEMENT
512463,512463.BO,SHREE GLOBAL
503837,503837.BO,SHREE RAJSYN
532310,532310.BO,SHREE RAMA  
533180,533180.BO,SHREEGANESH 
506874,506874.BO,SHREEJAL    
512105,512105.BO,SHREENATH   
503205,503205.BO,SHREERAM    
530219,530219.BO,SHREEYASH   
531962,531962.BO,SHREMETAL   
523236,523236.BO,SHRENUJ & CO
520151,520151.BO,SHREY SH LOG
526335,526335.BO,SHREYAS INTE
531695,531695.BO,SHREYCHEM   
526981,526981.BO,SHRI BAJRANG
503804,503804.BO,SHRI DINESH 
531693,531693.BO,SHRI GANESH 
532945,532945.BO,SHRIRAM EPC 
511218,511218.BO,SHRIRAM TRAN
511411,511411.BO,SHRISTINFRA 
532498,532498.BO,SHRMCITYUN  
505513,505513.BO,SHRSHA TEX  
523790,523790.BO,SHUKRA JEW  
517411,517411.BO,SHYAM TELEC.
520141,520141.BO,SIBAR AUTO  
533014,533014.BO,SICAGEN IND 
520086,520086.BO,SICAL LOG   
530439,530439.BO,SIDDHA VEN  
500550,500550.BO,SIEMENS LTD.
512131,512131.BO,SIGNET IND  
531863,531863.BO,SIGRUN HOLD 
523606,523606.BO,SIKA INTER. 
524642,524642.BO,SIKOZY REAL 
521194,521194.BO,SIL INVEST  
531738,531738.BO,SILICON VAL.
526835,526835.BO,SILKTEX LTD.
531635,531635.BO,SILVER OAK  
531626,531626.BO,SILVER SMITH
507446,507446.BO,SIMBH.SUGAR 
507998,507998.BO,SIMMONDS-MAR
513472,513472.BO,SIMPLEX CAST
532877,532877.BO,SIMPLEX PROJ
503229,503229.BO,SIMPLEX REAL
504382,504382.BO,SIMPLEX TRAD
523838,523838.BO,SIMPLX INFRA
519566,519566.BO,SIMRAN FARMS
523023,523023.BO,SINCLAIR HOT
505729,505729.BO,SINGER INDIA
502742,502742.BO,SINTEX IND. 
532879,532879.BO,SIR SHADI LA
502455,502455.BO,SIRPUR PAPER
512589,512589.BO,SITA ENTER. 
532961,532961.BO,SITA SHREE  
503811,503811.BO,SIYARAM SILK
533206,533206.BO,SJVN        
500472,500472.BO,SKF INDIA   
531169,531169.BO,SKP SECURE. 
526508,526508.BO,SKS LOG LTD 
533228,533228.BO,SKS MICRO   
505650,505650.BO,SKYL MILLAR 
522042,522042.BO,SM ENERGY   
532419,532419.BO,SMARTLINK   
512048,512048.BO,SMIL        
519586,519586.BO,SMILAX      
505192,505192.BO,SMLISUZU    
517214,517214.BO,SMOBILITY   
590046,590046.BO,SMRUTHI ORG 
531838,531838.BO,SMSTECH     
505827,505827.BO,SNL BEARINGS
514240,514240.BO,SNS TEXTILES
532784,532784.BO,SOBHA DEV   
524719,524719.BO,SOCRUS BIO  
530651,530651.BO,SOFT INF SOL
532344,532344.BO,SOFTSOL (I) 
532293,532293.BO,SOFTWARE TEC
532725,532725.BO,SOLAR IND   
513699,513699.BO,SOLID STONE 
522152,522152.BO,SOLITAIR MAC
501421,501421.BO,SOLIX TECHNO
507514,507514.BO,SOM DISTILL.
531548,531548.BO,SOMANY CRAM 
511571,511571.BO,SOMDATT FIN 
520057,520057.BO,SONA KOYO ST
532221,532221.BO,SONATA SOFT.
524667,524667.BO,SOTL        
521036,521036.BO,SOURCEIND   
632218,632218.BO,SOUTH IND.BK
532218,532218.BO,SOUTH IND.BK
590030,590030.BO,SOUTH PET(PS
532669,532669.BO,SOUTHBIOTEC 
531645,531645.BO,SOUTHERN ISP
532025,532025.BO,SOWBH MEDIA 
530289,530289.BO,SP CAPITAL  
524727,524727.BO,SPAN DIAGNOS
508976,508976.BO,SPANCO      
531370,531370.BO,SPARC SYSTEM
502465,502465.BO,SPECIALITY P
534425,534425.BO,SPECIALITY R
512413,512413.BO,SPECTACLE   
531982,531982.BO,SPECTR FOOD 
517166,517166.BO,SPEL SEMICON
526161,526161.BO,SPENTA INT. 
521082,521082.BO,SPENTEX INDS
526827,526827.BO,SPICE ISLAND
500285,500285.BO,SPICEJET LTD
532651,532651.BO,SPL INDS    
500402,500402.BO,SPMLINFRA   
532249,532249.BO,SQL STAR INT
531149,531149.BO,SRANG MARK  
532842,532842.BO,SREE RAYALA 
532701,532701.BO,SREE SAKTHI 
507753,507753.BO,SREE.RAY.ALK
523756,523756.BO,SREIINFRA   
503806,503806.BO,SRF LIMITED 
524410,524410.BO,SRHHL IND   
530943,530943.BO,SRI ADHIKARI
502180,502180.BO,SRI DIGV CEM
514442,514442.BO,SRI KPR IND 
521234,521234.BO,SRI NACHAMAI
526893,526893.BO,SRINIVASA HA
523222,523222.BO,SRM ENERGY  
700102,700102.BO,SRRAYL ALKPS
533569,533569.BO,SRS LIMITED 
533305,533305.BO,SRS REAL    
522296,522296.BO,SS FORG ENG.
530821,530821.BO,SSPDL LTD   
501061,501061.BO,ST.BANK BIKA
513262,513262.BO,ST.STR.WHEEL
531723,531723.BO,STAMPEDE CAP
580001,580001.BO,STAN CHART  
506105,506105.BO,STANROSE MAF
531616,531616.BO,STARCOM     
517548,517548.BO,STARLITE COM
500112,500112.BO,STATE BANK  
532200,532200.BO,STATE BNK MY
532191,532191.BO,STATE BNK TR
512531,512531.BO,STC INDIA   
511700,511700.BO,STD.CAP.MRKT
530017,530017.BO,STD.INDUST. 
500113,500113.BO,STEEL AUTH. 
590037,590037.BO,STEEL EXCH  
513517,513517.BO,STEELCAST   
500399,500399.BO,STEELCO GUJ.
533316,533316.BO,STEL        
513530,513530.BO,STELCO STRIP
532374,532374.BO,STER TECH   
508998,508998.BO,STERL INTER 
512299,512299.BO,STERL.BIOTEC
523363,523363.BO,STERL.HOL.RS
513575,513575.BO,STERL.STRIPS
530759,530759.BO,STERL.TOOLS 
500900,500900.BO,STERLITE IN 
504960,504960.BO,STEWARTS    
934802,934802.BO,STF NCD4 RE 
934786,934786.BO,STFC NCDII  
934787,934787.BO,STFC NCDIII 
934810,934810.BO,STFNCD 1OTH 
934811,934811.BO,STFNCD 1RES 
934814,934814.BO,STFNCD 2RES 
934815,934815.BO,STFNCD 2UNR 
513151,513151.BO,STI INDIA LT
532730,532730.BO,STL GLOBAL  
522085,522085.BO,STONE INDIA 
532679,532679.BO,STORE ONE   
504959,504959.BO,STOVAC IND. 
526500,526500.BO,STR GRE WOO 
532531,532531.BO,STRIDES     
530611,530611.BO,STURDY INDS 
506222,506222.BO,STYROLUTN   
526733,526733.BO,SUASHISH DIA
532348,532348.BO,SUBEX LTX   
531866,531866.BO,SUBHKAM CAP 
517168,517168.BO,SUBROS LTD. 
506003,506003.BO,SUDAL INDUS 
533332,533332.BO,SUDAR GARM  
506655,506655.BO,SUDARSH.CHEM
521113,521113.BO,SUDITI IND. 
517224,517224.BO,SUJANA INDUS
513414,513414.BO,SUJANA METAL
532887,532887.BO,SUJANATOWER 
524542,524542.BO,SUKJIT STRCH
508969,508969.BO,SULABH ENG. 
530419,530419.BO,SUMEDHA FISC
514211,514211.BO,SUMEET INDS.
533306,533306.BO,SUMMIT SECU 
524715,524715.BO,SUN PHARMA. 
517403,517403.BO,SUN SOURCE  
532733,532733.BO,SUN TVNET   
530763,530763.BO,SUNBRIGHT   
520056,520056.BO,SUNDAR.CLAY 
590072,590072.BO,SUNDARAM BRK
500403,500403.BO,SUNDARAM FAS
590071,590071.BO,SUNDARAM FIN
533166,533166.BO,SUNDARAMMUL 
530425,530425.BO,SUNDAY EXPOR
500404,500404.BO,SUNFLAG IRON
531433,531433.BO,SUNGOLD CAP.
532711,532711.BO,SUNIL HITECH
531945,531945.BO,SUNITEE CHEM
531295,531295.BO,SUNLAKE     
532872,532872.BO,SUNPHA ADV  
530845,530845.BO,SUNSHIELD CH
512179,512179.BO,SUNTECK REAL
530883,530883.BO,SUPER CROP. 
523283,523283.BO,SUPER HOUSE 
512527,512527.BO,SUPER SAL IN
521180,521180.BO,SUPER SPIN. 
523842,523842.BO,SUPER TANNER
526133,526133.BO,SUPERTEX IND
532509,532509.BO,SUPRAJIT ENG
509930,509930.BO,SUPREM IND  
532904,532904.BO,SUPREME INFR
500405,500405.BO,SUPREME PETR
531934,531934.BO,SUPREME TEX 
507892,507892.BO,SU-RAJ DIAM.
531638,531638.BO,SURAJ LTD   
518075,518075.BO,SURAJ PRODUC
513597,513597.BO,SURANA INDS 
533298,533298.BO,SURANA VENT 
517530,517530.BO,SURANATP    
530185,530185.BO,SURAT TEXT. 
532516,532516.BO,SURYA PHARMA
500336,500336.BO,SURYA ROSHNI
532874,532874.BO,SURYACHAKRA 
531781,531781.BO,SURYADEEP SA
521022,521022.BO,SURYAJYOTI S
514138,514138.BO,SURYALATA SP
533101,533101.BO,SURYAMBA SP 
530867,530867.BO,SURYANAGRI F
